,GDP(t-3),Unemployed(t-3),CPI(t-3), Economically Inactive(t-3),NetInvestment (t-3),RPI(t-3),Manufacturing(t-3),GDP(t-2),Unemployed(t-2),CPI(t-2), Economically Inactive(t-2),NetInvestment (t-2),RPI(t-2),Manufacturing(t-2),GDP(t-1),Unemployed(t-1),CPI(t-1), Economically Inactive(t-1),NetInvestment (t-1),RPI(t-1),Manufacturing(t-1),GDP
152,285926.0,1518.0,75.0,8863.0,5585.0,173.4,101.3,285926.0,1520.0,74.9,8811.0,5585.0,173.6,101.3,285926.0,1495.0,74.9,8819.0,5585.0,174.3,102.4,283440
153,289508.0,1508.0,74.8,8880.0,6604.0,173.3,101.1,285926.0,1518.0,75.0,8863.0,5585.0,173.4,101.3,285926.0,1520.0,74.9,8811.0,5585.0,173.6,101.3,285926
154,289508.0,1515.0,75.0,8883.0,6604.0,173.8,102.2,289508.0,1508.0,74.8,8880.0,6604.0,173.3,101.1,285926.0,1518.0,75.0,8863.0,5585.0,173.4,101.3,285926
155,289508.0,1522.0,75.2,8839.0,6604.0,174.5,102.8,289508.0,1515.0,75.0,8883.0,6604.0,173.8,102.2,289508.0,1508.0,74.8,8880.0,6604.0,173.3,101.1,285926
156,293118.0,1542.0,75.6,8814.0,19267.0,175.7,102.2,289508.0,1522.0,75.2,8839.0,6604.0,174.5,102.8,289508.0,1515.0,75.0,8883.0,6604.0,173.8,102.2,289508
157,293118.0,1520.0,75.8,8812.0,19267.0,176.2,102.9,293118.0,1542.0,75.6,8814.0,19267.0,175.7,102.2,289508.0,1522.0,75.2,8839.0,6604.0,174.5,102.8,289508
158,293118.0,1527.0,75.8,8851.0,19267.0,176.2,97.2,293118.0,1520.0,75.8,8812.0,19267.0,176.2,102.9,293118.0,1542.0,75.6,8814.0,19267.0,175.7,102.2,289508
159,297553.0,1539.0,75.6,8810.0,15054.0,175.9,101.4,293118.0,1527.0,75.8,8851.0,19267.0,176.2,97.2,293118.0,1520.0,75.8,8812.0,19267.0,176.2,102.9,293118
160,297553.0,1566.0,75.8,8825.0,15054.0,176.4,102.4,297553.0,1539.0,75.6,8810.0,15054.0,175.9,101.4,293118.0,1527.0,75.8,8851.0,19267.0,176.2,97.2,293118
161,297553.0,1546.0,76.0,8785.0,15054.0,177.6,101.5,297553.0,1566.0,75.8,8825.0,15054.0,176.4,102.4,297553.0,1539.0,75.6,8810.0,15054.0,175.9,101.4,293118
162,302777.0,1532.0,76.1,8787.0,7826.0,177.9,100.3,297553.0,1546.0,76.0,8785.0,15054.0,177.6,101.5,297553.0,1566.0,75.8,8825.0,15054.0,176.4,102.4,297553
163,302777.0,1516.0,76.1,8774.0,7826.0,178.2,100.6,302777.0,1532.0,76.1,8787.0,7826.0,177.9,100.3,297553.0,1546.0,76.0,8785.0,15054.0,177.6,101.5,297553
164,302777.0,1480.0,76.3,8859.0,7826.0,178.5,99.4,302777.0,1516.0,76.1,8774.0,7826.0,178.2,100.6,302777.0,1532.0,76.1,8787.0,7826.0,177.9,100.3,297553
165,307147.0,1517.0,75.9,8878.0,12812.0,178.4,99.6,302777.0,1480.0,76.3,8859.0,7826.0,178.5,99.4,302777.0,1516.0,76.1,8774.0,7826.0,178.2,100.6,302777
166,307147.0,1531.0,76.1,8851.0,12812.0,179.3,99.9,307147.0,1517.0,75.9,8878.0,12812.0,178.4,99.6,302777.0,1480.0,76.3,8859.0,7826.0,178.5,99.4,302777
167,307147.0,1517.0,76.4,8852.0,12812.0,179.9,100.2,307147.0,1531.0,76.1,8851.0,12812.0,179.3,99.9,307147.0,1517.0,75.9,8878.0,12812.0,178.4,99.6,302777
168,309831.0,1486.0,76.8,8854.0,5307.0,181.2,100.2,307147.0,1517.0,76.4,8852.0,12812.0,179.9,100.2,307147.0,1531.0,76.1,8851.0,12812.0,179.3,99.9,307147
169,309831.0,1467.0,76.8,8857.0,5307.0,181.5,99.8,309831.0,1486.0,76.8,8854.0,5307.0,181.2,100.2,307147.0,1517.0,76.4,8852.0,12812.0,179.9,100.2,307147
170,309831.0,1506.0,76.7,8838.0,5307.0,181.3,100.5,309831.0,1467.0,76.8,8857.0,5307.0,181.5,99.8,309831.0,1486.0,76.8,8854.0,5307.0,181.2,100.2,307147
171,314554.0,1504.0,76.6,8878.0,19225.0,181.3,101.1,309831.0,1506.0,76.7,8838.0,5307.0,181.3,100.5,309831.0,1467.0,76.8,8857.0,5307.0,181.5,99.8,309831
172,314554.0,1502.0,76.8,8878.0,19225.0,181.6,100.8,314554.0,1504.0,76.6,8878.0,19225.0,181.3,101.1,309831.0,1506.0,76.7,8838.0,5307.0,181.3,100.5,309831
173,314554.0,1473.0,77.0,8900.0,19225.0,182.5,100.6,314554.0,1502.0,76.8,8878.0,19225.0,181.6,100.8,314554.0,1504.0,76.6,8878.0,19225.0,181.3,101.1,309831
174,320315.0,1461.0,77.1,8923.0,19618.0,182.6,101.3,314554.0,1473.0,77.0,8900.0,19225.0,182.5,100.6,314554.0,1502.0,76.8,8878.0,19225.0,181.6,100.8,314554
175,320315.0,1457.0,77.1,8951.0,19618.0,182.7,101.6,320315.0,1461.0,77.1,8923.0,19618.0,182.6,101.3,314554.0,1473.0,77.0,8900.0,19225.0,182.5,100.6,314554
176,320315.0,1442.0,77.3,8889.0,19618.0,183.5,102.4,320315.0,1457.0,77.1,8951.0,19618.0,182.7,101.6,320315.0,1461.0,77.1,8923.0,19618.0,182.6,101.3,314554
177,322812.0,1436.0,77.0,8877.0,13199.0,183.1,101.9,320315.0,1442.0,77.3,8889.0,19618.0,183.5,102.4,320315.0,1457.0,77.1,8951.0,19618.0,182.7,101.6,320315
178,322812.0,1434.0,77.2,8890.0,13199.0,183.8,102.1,322812.0,1436.0,77.0,8877.0,13199.0,183.1,101.9,320315.0,1442.0,77.3,8889.0,19618.0,183.5,102.4,320315
179,322812.0,1437.0,77.3,8923.0,13199.0,184.6,104.0,322812.0,1434.0,77.2,8890.0,13199.0,183.8,102.1,322812.0,1436.0,77.0,8877.0,13199.0,183.1,101.9,320315
180,328188.0,1435.0,77.6,8942.0,13606.0,185.7,103.2,322812.0,1437.0,77.3,8923.0,13199.0,184.6,104.0,322812.0,1434.0,77.2,8890.0,13199.0,183.8,102.1,322812
181,328188.0,1437.0,77.9,8966.0,13606.0,186.5,103.1,328188.0,1435.0,77.6,8942.0,13606.0,185.7,103.2,322812.0,1437.0,77.3,8923.0,13199.0,184.6,104.0,322812
182,328188.0,1423.0,77.9,9003.0,13606.0,186.8,102.4,328188.0,1437.0,77.9,8966.0,13606.0,186.5,103.1,328188.0,1435.0,77.6,8942.0,13606.0,185.7,103.2,322812
183,329468.0,1405.0,77.7,9036.0,12062.0,186.8,100.5,328188.0,1423.0,77.9,9003.0,13606.0,186.8,102.4,328188.0,1437.0,77.9,8966.0,13606.0,186.5,103.1,328188
184,329468.0,1401.0,77.9,9029.0,12062.0,187.4,101.1,329468.0,1405.0,77.7,9036.0,12062.0,186.8,100.5,328188.0,1423.0,77.9,9003.0,13606.0,186.8,102.4,328188
185,329468.0,1397.0,77.9,9044.0,12062.0,188.1,102.7,329468.0,1401.0,77.9,9029.0,12062.0,187.4,101.1,329468.0,1405.0,77.7,9036.0,12062.0,186.8,100.5,328188
186,332386.0,1407.0,78.1,8996.0,26224.0,188.6,102.3,329468.0,1397.0,77.9,9044.0,12062.0,188.1,102.7,329468.0,1401.0,77.9,9029.0,12062.0,187.4,101.1,329468
187,332386.0,1423.0,78.3,8974.0,26224.0,189.0,102.9,332386.0,1407.0,78.1,8996.0,26224.0,188.6,102.3,329468.0,1397.0,77.9,9044.0,12062.0,188.1,102.7,329468
188,332386.0,1425.0,78.6,8958.0,26224.0,189.9,103.3,332386.0,1423.0,78.3,8974.0,26224.0,189.0,102.9,332386.0,1407.0,78.1,8996.0,26224.0,188.6,102.3,329468
189,336947.0,1447.0,78.3,8917.0,13406.0,188.9,102.6,332386.0,1425.0,78.6,8958.0,26224.0,189.9,103.3,332386.0,1423.0,78.3,8974.0,26224.0,189.0,102.9,332386
190,336947.0,1416.0,78.5,8993.0,13406.0,189.6,102.8,336947.0,1447.0,78.3,8917.0,13406.0,188.9,102.6,332386.0,1425.0,78.6,8958.0,26224.0,189.9,103.3,332386
191,336947.0,1420.0,78.8,9059.0,13406.0,190.5,100.1,336947.0,1416.0,78.5,8993.0,13406.0,189.6,102.8,336947.0,1447.0,78.3,8917.0,13406.0,188.9,102.6,332386
192,345621.0,1436.0,79.1,9057.0,10401.0,191.6,102.6,336947.0,1420.0,78.8,9059.0,13406.0,190.5,100.1,336947.0,1416.0,78.5,8993.0,13406.0,189.6,102.8,336947
193,345621.0,1437.0,79.4,9068.0,10401.0,192.0,102.8,345621.0,1436.0,79.1,9057.0,10401.0,191.6,102.6,336947.0,1420.0,78.8,9059.0,13406.0,190.5,100.1,336947
194,345621.0,1424.0,79.4,9064.0,10401.0,192.2,103.3,345621.0,1437.0,79.4,9068.0,10401.0,192.0,102.8,345621.0,1436.0,79.1,9057.0,10401.0,191.6,102.6,336947
195,348944.0,1420.0,79.5,9049.0,7694.0,192.2,103.0,345621.0,1424.0,79.4,9064.0,10401.0,192.2,103.3,345621.0,1437.0,79.4,9068.0,10401.0,192.0,102.8,345621
196,348944.0,1437.0,79.7,9042.0,7694.0,192.6,102.8,348944.0,1420.0,79.5,9049.0,7694.0,192.2,103.0,345621.0,1424.0,79.4,9064.0,10401.0,192.2,103.3,345621
197,348944.0,1500.0,79.9,9042.0,7694.0,193.1,101.5,348944.0,1437.0,79.7,9042.0,7694.0,192.6,102.8,348944.0,1420.0,79.5,9049.0,7694.0,192.2,103.0,345621
198,357241.0,1538.0,80.0,9074.0,27768.0,193.3,101.7,348944.0,1500.0,79.9,9042.0,7694.0,193.1,101.5,348944.0,1437.0,79.7,9042.0,7694.0,192.6,102.8,348944
199,357241.0,1567.0,80.0,9084.0,27768.0,193.6,102.7,357241.0,1538.0,80.0,9074.0,27768.0,193.3,101.7,348944.0,1500.0,79.9,9042.0,7694.0,193.1,101.5,348944
200,357241.0,1551.0,80.3,9076.0,27768.0,194.1,103.5,357241.0,1567.0,80.0,9084.0,27768.0,193.6,102.7,357241.0,1538.0,80.0,9074.0,27768.0,193.3,101.7,348944
201,360867.0,1584.0,80.0,9024.0,12722.0,193.4,103.2,357241.0,1551.0,80.3,9076.0,27768.0,194.1,103.5,357241.0,1567.0,80.0,9084.0,27768.0,193.6,102.7,357241
202,360867.0,1604.0,80.2,8981.0,12722.0,194.2,103.3,360867.0,1584.0,80.0,9024.0,12722.0,193.4,103.2,357241.0,1551.0,80.3,9076.0,27768.0,194.1,103.5,357241
203,360867.0,1633.0,80.4,8957.0,12722.0,195.0,103.9,360867.0,1604.0,80.2,8981.0,12722.0,194.2,103.3,360867.0,1584.0,80.0,9024.0,12722.0,193.4,103.2,357241
204,364503.0,1664.0,80.9,8973.0,27651.0,196.5,103.9,360867.0,1633.0,80.4,8957.0,12722.0,195.0,103.9,360867.0,1604.0,80.2,8981.0,12722.0,194.2,103.3,360867
205,364503.0,1685.0,81.3,8950.0,27651.0,197.7,104.5,364503.0,1664.0,80.9,8973.0,27651.0,196.5,103.9,360867.0,1633.0,80.4,8957.0,12722.0,195.0,103.9,360867
206,364503.0,1698.0,81.5,8929.0,27651.0,198.5,104.9,364503.0,1685.0,81.3,8950.0,27651.0,197.7,104.5,364503.0,1664.0,80.9,8973.0,27651.0,196.5,103.9,360867
207,368529.0,1690.0,81.5,8893.0,18601.0,198.5,104.7,364503.0,1698.0,81.5,8929.0,27651.0,198.5,104.9,364503.0,1685.0,81.3,8950.0,27651.0,197.7,104.5,364503
208,368529.0,1693.0,81.8,8980.0,18601.0,199.2,105.3,368529.0,1690.0,81.5,8893.0,18601.0,198.5,104.7,364503.0,1698.0,81.5,8929.0,27651.0,198.5,104.9,364503
209,368529.0,1691.0,81.9,9001.0,18601.0,200.1,105.3,368529.0,1693.0,81.8,8980.0,18601.0,199.2,105.3,368529.0,1690.0,81.5,8893.0,18601.0,198.5,104.7,364503
210,372003.0,1674.0,82.0,9042.0,17977.0,200.4,105.5,368529.0,1691.0,81.9,9001.0,18601.0,200.1,105.3,368529.0,1693.0,81.8,8980.0,18601.0,199.2,105.3,368529
211,372003.0,1701.0,82.2,9037.0,17977.0,201.1,105.9,372003.0,1674.0,82.0,9042.0,17977.0,200.4,105.5,368529.0,1691.0,81.9,9001.0,18601.0,200.1,105.3,368529
212,372003.0,1703.0,82.6,9074.0,17977.0,202.7,105.6,372003.0,1701.0,82.2,9037.0,17977.0,201.1,105.9,372003.0,1674.0,82.0,9042.0,17977.0,200.4,105.5,368529
213,377827.0,1708.0,82.1,9131.0,15388.0,201.6,106.4,372003.0,1703.0,82.6,9074.0,17977.0,202.7,105.6,372003.0,1701.0,82.2,9037.0,17977.0,201.1,105.9,372003
214,377827.0,1704.0,82.4,9145.0,15388.0,203.1,104.6,377827.0,1708.0,82.1,9131.0,15388.0,201.6,106.4,372003.0,1703.0,82.6,9074.0,17977.0,202.7,105.6,372003
215,377827.0,1692.0,82.8,9154.0,15388.0,204.4,104.8,377827.0,1704.0,82.4,9145.0,15388.0,203.1,104.6,377827.0,1708.0,82.1,9131.0,15388.0,201.6,106.4,372003
216,381615.0,1670.0,83.1,9123.0,21130.0,205.4,105.1,377827.0,1692.0,82.8,9154.0,15388.0,204.4,104.8,377827.0,1704.0,82.4,9145.0,15388.0,203.1,104.6,377827
217,381615.0,1658.0,83.3,9162.0,21130.0,206.2,105.8,381615.0,1670.0,83.1,9123.0,21130.0,205.4,105.1,377827.0,1692.0,82.8,9154.0,15388.0,204.4,104.8,377827
218,381615.0,1645.0,83.5,9187.0,21130.0,207.3,105.4,381615.0,1658.0,83.3,9162.0,21130.0,206.2,105.8,381615.0,1670.0,83.1,9123.0,21130.0,205.4,105.1,377827
219,388524.0,1645.0,83.1,9190.0,42595.0,206.1,104.8,381615.0,1645.0,83.5,9187.0,21130.0,207.3,105.4,381615.0,1658.0,83.3,9162.0,21130.0,206.2,105.8,381615
220,388524.0,1650.0,83.4,9175.0,42595.0,207.3,106.1,388524.0,1645.0,83.1,9190.0,42595.0,206.1,104.8,381615.0,1645.0,83.5,9187.0,21130.0,207.3,105.4,381615
221,388524.0,1629.0,83.5,9170.0,42595.0,208.0,104.9,388524.0,1650.0,83.4,9175.0,42595.0,207.3,106.1,388524.0,1645.0,83.1,9190.0,42595.0,206.1,104.8,381615
222,393476.0,1633.0,83.8,9148.0,4418.0,208.9,104.9,388524.0,1629.0,83.5,9170.0,42595.0,208.0,104.9,388524.0,1650.0,83.4,9175.0,42595.0,207.3,106.1,388524
223,393476.0,1608.0,84.1,9145.0,4418.0,209.7,105.7,393476.0,1633.0,83.8,9148.0,4418.0,208.9,104.9,388524.0,1629.0,83.5,9170.0,42595.0,208.0,104.9,388524
224,393476.0,1617.0,84.5,9137.0,4418.0,210.9,105.4,393476.0,1608.0,84.1,9145.0,4418.0,209.7,105.7,393476.0,1633.0,83.8,9148.0,4418.0,208.9,104.9,388524
225,399035.0,1622.0,84.1,9106.0,10639.0,209.8,106.3,393476.0,1617.0,84.5,9137.0,4418.0,210.9,105.4,393476.0,1608.0,84.1,9145.0,4418.0,209.7,105.7,393476
226,399035.0,1622.0,84.6,9130.0,10639.0,211.4,106.4,399035.0,1622.0,84.1,9106.0,10639.0,209.8,106.3,393476.0,1617.0,84.5,9137.0,4418.0,210.9,105.4,393476
227,399035.0,1667.0,84.9,9101.0,10639.0,212.1,104.1,399035.0,1622.0,84.6,9130.0,10639.0,211.4,106.4,399035.0,1622.0,84.1,9106.0,10639.0,209.8,106.3,393476
228,397075.0,1625.0,85.6,9124.0,12193.0,214.0,104.8,399035.0,1667.0,84.9,9101.0,10639.0,212.1,104.1,399035.0,1622.0,84.6,9130.0,10639.0,211.4,106.4,399035
229,397075.0,1680.0,86.1,9126.0,12193.0,215.1,104.1,397075.0,1625.0,85.6,9124.0,12193.0,214.0,104.8,399035.0,1667.0,84.9,9101.0,10639.0,212.1,104.1,399035
230,397075.0,1724.0,86.6,9133.0,12193.0,216.8,102.8,397075.0,1680.0,86.1,9126.0,12193.0,215.1,104.1,397075.0,1625.0,85.6,9124.0,12193.0,214.0,104.8,399035
231,394626.0,1793.0,86.6,9164.0,22692.0,216.5,103.0,397075.0,1724.0,86.6,9133.0,12193.0,216.8,102.8,397075.0,1680.0,86.1,9126.0,12193.0,215.1,104.1,397075
232,394626.0,1840.0,87.1,9171.0,22692.0,217.2,103.1,394626.0,1793.0,86.6,9164.0,22692.0,216.5,103.0,397075.0,1724.0,86.6,9133.0,12193.0,216.8,102.8,397075
233,394626.0,1875.0,87.5,9205.0,22692.0,218.4,101.2,394626.0,1840.0,87.1,9171.0,22692.0,217.2,103.1,394626.0,1793.0,86.6,9164.0,22692.0,216.5,103.0,397075
234,389060.0,1941.0,87.3,9139.0,-19506.0,217.7,100.5,394626.0,1875.0,87.5,9205.0,22692.0,218.4,101.2,394626.0,1840.0,87.1,9171.0,22692.0,217.2,103.1,394626
235,389060.0,2003.0,87.3,9125.0,-19506.0,216.0,97.2,389060.0,1941.0,87.3,9139.0,-19506.0,217.7,100.5,394626.0,1875.0,87.5,9205.0,22692.0,218.4,101.2,394626
236,389060.0,2057.0,87.1,9067.0,-19506.0,212.9,95.3,389060.0,2003.0,87.3,9125.0,-19506.0,216.0,97.2,389060.0,1941.0,87.3,9139.0,-19506.0,217.7,100.5,394626
237,382864.0,2128.0,86.6,9127.0,8003.0,210.1,92.5,389060.0,2057.0,87.1,9067.0,-19506.0,212.9,95.3,389060.0,2003.0,87.3,9125.0,-19506.0,216.0,97.2,389060
238,382864.0,2235.0,87.2,9111.0,8003.0,211.4,92.3,382864.0,2128.0,86.6,9127.0,8003.0,210.1,92.5,389060.0,2057.0,87.1,9067.0,-19506.0,212.9,95.3,389060
239,382864.0,2296.0,87.3,9163.0,8003.0,211.3,92.5,382864.0,2235.0,87.2,9111.0,8003.0,211.4,92.3,382864.0,2128.0,86.6,9127.0,8003.0,210.1,92.5,389060
240,382457.0,2395.0,87.5,9209.0,36936.0,211.5,93.8,382864.0,2296.0,87.3,9163.0,8003.0,211.3,92.5,382864.0,2235.0,87.2,9111.0,8003.0,211.4,92.3,382864
241,382457.0,2448.0,87.9,9247.0,36936.0,212.8,91.9,382457.0,2395.0,87.5,9209.0,36936.0,211.5,93.8,382864.0,2296.0,87.3,9163.0,8003.0,211.3,92.5,382864
242,382457.0,2478.0,88.1,9314.0,36936.0,213.4,92.1,382457.0,2448.0,87.9,9247.0,36936.0,212.8,91.9,382457.0,2395.0,87.5,9209.0,36936.0,211.5,93.8,382864
243,385469.0,2484.0,88.0,9293.0,20494.0,213.4,92.3,382457.0,2478.0,88.1,9314.0,36936.0,213.4,92.1,382457.0,2448.0,87.9,9247.0,36936.0,212.8,91.9,382457
244,385469.0,2475.0,88.3,9330.0,20494.0,214.4,91.7,385469.0,2484.0,88.0,9293.0,20494.0,213.4,92.3,382457.0,2478.0,88.1,9314.0,36936.0,213.4,92.1,382457
245,385469.0,2484.0,88.3,9336.0,20494.0,215.3,92.9,385469.0,2475.0,88.3,9330.0,20494.0,214.4,91.7,385469.0,2484.0,88.0,9293.0,20494.0,213.4,92.3,382457
246,386423.0,2455.0,88.4,9380.0,24585.0,216.0,93.2,385469.0,2484.0,88.3,9336.0,20494.0,215.3,92.9,385469.0,2475.0,88.3,9330.0,20494.0,214.4,91.7,385469
247,386423.0,2453.0,88.6,9395.0,24585.0,216.6,94.3,386423.0,2455.0,88.4,9380.0,24585.0,216.0,93.2,385469.0,2484.0,88.3,9336.0,20494.0,215.3,92.9,385469
248,386423.0,2434.0,88.9,9477.0,24585.0,218.0,93.9,386423.0,2453.0,88.6,9395.0,24585.0,216.6,94.3,386423.0,2455.0,88.4,9380.0,24585.0,216.0,93.2,385469
249,391142.0,2496.0,88.8,9475.0,6595.0,217.9,93.6,386423.0,2434.0,88.9,9477.0,24585.0,218.0,93.9,386423.0,2453.0,88.6,9395.0,24585.0,216.6,94.3,386423
250,391142.0,2526.0,89.0,9487.0,6595.0,219.2,94.7,391142.0,2496.0,88.8,9475.0,6595.0,217.9,93.6,386423.0,2434.0,88.9,9477.0,24585.0,218.0,93.9,386423
251,391142.0,2510.0,89.4,9499.0,6595.0,220.7,96.3,391142.0,2526.0,89.0,9487.0,6595.0,219.2,94.7,391142.0,2496.0,88.8,9475.0,6595.0,217.9,93.6,386423
252,397248.0,2508.0,89.9,9433.0,5626.0,222.8,96.3,391142.0,2510.0,89.4,9499.0,6595.0,220.7,96.3,391142.0,2526.0,89.0,9487.0,6595.0,219.2,94.7,391142
253,397248.0,2488.0,90.1,9446.0,5626.0,223.6,96.3,397248.0,2508.0,89.9,9433.0,5626.0,222.8,96.3,391142.0,2510.0,89.4,9499.0,6595.0,220.7,96.3,391142
254,397248.0,2488.0,90.2,9371.0,5626.0,224.1,97.2,397248.0,2488.0,90.1,9446.0,5626.0,223.6,96.3,397248.0,2508.0,89.9,9433.0,5626.0,222.8,96.3,391142
255,397897.0,2476.0,90.0,9383.0,27225.0,223.6,97.4,397248.0,2488.0,90.2,9371.0,5626.0,224.1,97.2,397248.0,2488.0,90.1,9446.0,5626.0,223.6,96.3,397248
256,397897.0,2470.0,90.4,9368.0,27225.0,224.5,98.1,397897.0,2476.0,90.0,9383.0,27225.0,223.6,97.4,397248.0,2488.0,90.2,9371.0,5626.0,224.1,97.2,397248
257,397897.0,2513.0,90.4,9417.0,27225.0,225.3,98.1,397897.0,2470.0,90.4,9368.0,27225.0,224.5,98.1,397897.0,2476.0,90.0,9383.0,27225.0,223.6,97.4,397248
258,401179.0,2502.0,90.6,9498.0,28092.0,225.8,99.0,397897.0,2513.0,90.4,9417.0,27225.0,225.3,98.1,397897.0,2470.0,90.4,9368.0,27225.0,224.5,98.1,397897
259,401179.0,2503.0,90.9,9483.0,28092.0,226.8,99.4,401179.0,2502.0,90.6,9498.0,28092.0,225.8,99.0,397897.0,2513.0,90.4,9417.0,27225.0,225.3,98.1,397897
260,401179.0,2524.0,91.7,9436.0,28092.0,228.4,98.3,401179.0,2503.0,90.9,9483.0,28092.0,226.8,99.4,401179.0,2502.0,90.6,9498.0,28092.0,225.8,99.0,397897
261,411146.0,2492.0,91.8,9424.0,10971.0,229.0,99.3,401179.0,2524.0,91.7,9436.0,28092.0,228.4,98.3,401179.0,2503.0,90.9,9483.0,28092.0,226.8,99.4,401179
262,411146.0,2483.0,92.3,9455.0,10971.0,231.3,99.6,411146.0,2492.0,91.8,9424.0,10971.0,229.0,99.3,401179.0,2524.0,91.7,9436.0,28092.0,228.4,98.3,401179
263,411146.0,2462.0,92.6,9509.0,10971.0,232.5,99.0,411146.0,2483.0,92.3,9455.0,10971.0,231.3,99.6,411146.0,2492.0,91.8,9424.0,10971.0,229.0,99.3,401179
264,408787.0,2500.0,93.3,9465.0,10122.0,234.4,98.9,411146.0,2462.0,92.6,9509.0,10971.0,232.5,99.0,411146.0,2483.0,92.3,9455.0,10971.0,231.3,99.6,411146
265,408787.0,2540.0,93.5,9457.0,10122.0,235.2,100.3,408787.0,2500.0,93.3,9465.0,10122.0,234.4,98.9,411146.0,2462.0,92.6,9509.0,10971.0,232.5,99.0,411146
266,408787.0,2556.0,93.5,9544.0,10122.0,235.2,99.5,408787.0,2540.0,93.5,9457.0,10122.0,235.2,100.3,408787.0,2500.0,93.3,9465.0,10122.0,234.4,98.9,411146
267,410262.0,2612.0,93.5,9498.0,2477.0,234.7,99.1,408787.0,2556.0,93.5,9544.0,10122.0,235.2,99.5,408787.0,2540.0,93.5,9457.0,10122.0,235.2,100.3,408787
268,410262.0,2664.0,93.9,9489.0,2477.0,236.1,99.2,410262.0,2612.0,93.5,9498.0,2477.0,234.7,99.1,408787.0,2556.0,93.5,9544.0,10122.0,235.2,99.5,408787
269,410262.0,2680.0,94.5,9464.0,2477.0,237.9,98.9,410262.0,2664.0,93.9,9489.0,2477.0,236.1,99.2,410262.0,2612.0,93.5,9498.0,2477.0,234.7,99.1,408787
270,414351.0,2708.0,94.5,9427.0,732.0,238.0,98.4,410262.0,2680.0,94.5,9464.0,2477.0,237.9,98.9,410262.0,2664.0,93.9,9489.0,2477.0,236.1,99.2,410262
271,414351.0,2684.0,94.7,9417.0,732.0,238.5,98.8,414351.0,2708.0,94.5,9427.0,732.0,238.0,98.4,410262.0,2680.0,94.5,9464.0,2477.0,237.9,98.9,410262
272,414351.0,2670.0,95.0,9410.0,732.0,239.4,99.2,414351.0,2684.0,94.7,9417.0,732.0,238.5,98.8,414351.0,2708.0,94.5,9427.0,732.0,238.0,98.4,410262
273,417502.0,2653.0,94.7,9396.0,17123.0,238.0,100.4,414351.0,2670.0,95.0,9410.0,732.0,239.4,99.2,414351.0,2684.0,94.7,9417.0,732.0,238.5,98.8,414351
274,417502.0,2633.0,95.2,9356.0,17123.0,239.9,99.1,417502.0,2653.0,94.7,9396.0,17123.0,238.0,100.4,414351.0,2670.0,95.0,9410.0,732.0,239.4,99.2,414351
275,417502.0,2624.0,95.4,9341.0,17123.0,240.8,98.4,417502.0,2633.0,95.2,9356.0,17123.0,239.9,99.1,417502.0,2653.0,94.7,9396.0,17123.0,238.0,100.4,414351
276,418098.0,2605.0,95.9,9307.0,8378.0,242.5,97.5,417502.0,2624.0,95.4,9341.0,17123.0,240.8,98.4,417502.0,2633.0,95.2,9356.0,17123.0,239.9,99.1,417502
277,418098.0,2582.0,95.9,9223.0,8378.0,242.4,98.8,418098.0,2605.0,95.9,9307.0,8378.0,242.5,97.5,417502.0,2624.0,95.4,9341.0,17123.0,240.8,98.4,417502
278,418098.0,2600.0,95.6,9143.0,8378.0,241.8,96.4,418098.0,2582.0,95.9,9223.0,8378.0,242.4,98.8,418098.0,2605.0,95.9,9307.0,8378.0,242.5,97.5,417502
279,428748.0,2550.0,95.7,9149.0,18329.0,242.1,98.8,418098.0,2600.0,95.6,9143.0,8378.0,241.8,96.4,418098.0,2582.0,95.9,9223.0,8378.0,242.4,98.8,418098
280,428748.0,2538.0,96.1,9175.0,18329.0,243.0,97.6,428748.0,2550.0,95.7,9149.0,18329.0,242.1,98.8,418098.0,2600.0,95.6,9143.0,8378.0,241.8,96.4,418098
281,428748.0,2534.0,96.4,9205.0,18329.0,244.2,97.8,428748.0,2538.0,96.1,9175.0,18329.0,243.0,97.6,428748.0,2550.0,95.7,9149.0,18329.0,242.1,98.8,418098
282,430069.0,2530.0,96.8,9122.0,11811.0,245.6,96.0,428748.0,2534.0,96.4,9205.0,18329.0,244.2,97.8,428748.0,2538.0,96.1,9175.0,18329.0,243.0,97.6,428748
283,430069.0,2535.0,97.0,9074.0,11811.0,245.6,96.2,430069.0,2530.0,96.8,9122.0,11811.0,245.6,96.0,428748.0,2534.0,96.4,9205.0,18329.0,244.2,97.8,428748
284,430069.0,2537.0,97.3,9085.0,11811.0,246.8,96.7,430069.0,2535.0,97.0,9074.0,11811.0,245.6,96.2,430069.0,2530.0,96.8,9122.0,11811.0,245.6,96.0,428748
285,432989.0,2587.0,97.0,9115.0,5350.0,245.8,95.7,430069.0,2537.0,97.3,9085.0,11811.0,246.8,96.7,430069.0,2535.0,97.0,9074.0,11811.0,245.6,96.2,430069
286,432989.0,2541.0,97.5,9154.0,5350.0,247.6,95.5,432989.0,2587.0,97.0,9115.0,5350.0,245.8,95.7,430069.0,2537.0,97.3,9085.0,11811.0,246.8,96.7,430069
287,432989.0,2530.0,97.8,9149.0,5350.0,248.7,96.8,432989.0,2541.0,97.5,9154.0,5350.0,247.6,95.5,432989.0,2587.0,97.0,9115.0,5350.0,245.8,95.7,430069
