,GDP(t-3),Unemployed(t-3),CPI(t-3), Economically Inactive(t-3),NetInvestment (t-3),RPI(t-3),Manufacturing(t-3),GDP(t-2),Unemployed(t-2),CPI(t-2), Economically Inactive(t-2),NetInvestment (t-2),RPI(t-2),Manufacturing(t-2),GDP(t-1),Unemployed(t-1),CPI(t-1), Economically Inactive(t-1),NetInvestment (t-1),RPI(t-1),Manufacturing(t-1),GDP
288,436307.0,2511.0,98.0,9185.0,21147.0,249.5,96.0,432989.0,2530.0,97.8,9149.0,5350.0,248.7,96.8,432989.0,2541.0,97.5,9154.0,5350.0,247.6,95.5,432989
289,436307.0,2515.0,98.2,9129.0,21147.0,250.0,96.3,436307.0,2511.0,98.0,9185.0,21147.0,249.5,96.0,432989.0,2530.0,97.8,9149.0,5350.0,248.7,96.8,432989
290,436307.0,2492.0,98.0,9092.0,21147.0,249.7,97.5,436307.0,2515.0,98.2,9129.0,21147.0,250.0,96.3,436307.0,2511.0,98.0,9185.0,21147.0,249.5,96.0,432989
291,444346.0,2502.0,98.0,9074.0,15202.0,249.7,97.4,436307.0,2492.0,98.0,9092.0,21147.0,249.7,97.5,436307.0,2515.0,98.2,9129.0,21147.0,250.0,96.3,436307
292,444346.0,2481.0,98.4,9036.0,15202.0,251.0,96.7,444346.0,2502.0,98.0,9074.0,15202.0,249.7,97.4,436307.0,2492.0,98.0,9092.0,21147.0,249.7,97.5,436307
293,444346.0,2403.0,98.7,9033.0,15202.0,251.9,97.4,444346.0,2481.0,98.4,9036.0,15202.0,251.0,96.7,444346.0,2502.0,98.0,9074.0,15202.0,249.7,97.4,436307
294,447705.0,2338.0,98.8,9032.0,6676.0,251.9,97.6,444346.0,2403.0,98.7,9033.0,15202.0,251.9,97.4,444346.0,2481.0,98.4,9036.0,15202.0,251.0,96.7,444346
295,447705.0,2358.0,98.8,9040.0,6676.0,252.1,97.3,447705.0,2338.0,98.8,9032.0,6676.0,251.9,97.6,444346.0,2403.0,98.7,9033.0,15202.0,251.9,97.4,444346
296,447705.0,2341.0,99.2,9013.0,6676.0,253.4,97.8,447705.0,2358.0,98.8,9040.0,6676.0,252.1,97.3,447705.0,2338.0,98.8,9032.0,6676.0,251.9,97.6,444346
297,453883.0,2260.0,98.7,8991.0,18786.0,252.6,98.1,447705.0,2341.0,99.2,9013.0,6676.0,253.4,97.8,447705.0,2358.0,98.8,9040.0,6676.0,252.1,97.3,447705
298,453883.0,2213.0,99.1,8995.0,18786.0,254.2,98.8,453883.0,2260.0,98.7,8991.0,18786.0,252.6,98.1,447705.0,2341.0,99.2,9013.0,6676.0,253.4,97.8,447705
299,453883.0,2167.0,99.3,8961.0,18786.0,254.8,99.3,453883.0,2213.0,99.1,8995.0,18786.0,254.2,98.8,453883.0,2260.0,98.7,8991.0,18786.0,252.6,98.1,447705
300,460696.0,2110.0,99.6,8934.0,3759.0,255.7,100.0,453883.0,2167.0,99.3,8961.0,18786.0,254.8,99.3,453883.0,2213.0,99.1,8995.0,18786.0,254.2,98.8,453883
301,460696.0,2061.0,99.6,9005.0,3759.0,255.9,99.0,460696.0,2110.0,99.6,8934.0,3759.0,255.7,100.0,453883.0,2167.0,99.3,8961.0,18786.0,254.8,99.3,453883
302,460696.0,2009.0,99.8,9077.0,3759.0,256.3,99.6,460696.0,2061.0,99.6,9005.0,3759.0,255.9,99.0,460696.0,2110.0,99.6,8934.0,3759.0,255.7,100.0,453883
303,464730.0,1968.0,99.6,9043.0,9780.0,256.0,100.0,460696.0,2009.0,99.8,9077.0,3759.0,256.3,99.6,460696.0,2061.0,99.6,9005.0,3759.0,255.9,99.0,460696
304,464730.0,1957.0,99.9,9035.0,9780.0,257.0,99.9,464730.0,1968.0,99.6,9043.0,9780.0,256.0,100.0,460696.0,2009.0,99.8,9077.0,3759.0,256.3,99.6,460696
305,464730.0,1952.0,100.0,9062.0,9780.0,257.6,100.2,464730.0,1957.0,99.9,9035.0,9780.0,257.0,99.9,464730.0,1968.0,99.6,9043.0,9780.0,256.0,100.0,460696
306,464986.0,1922.0,100.1,9096.0,-19776.0,257.7,99.4,464730.0,1952.0,100.0,9062.0,9780.0,257.6,100.2,464730.0,1957.0,99.9,9035.0,9780.0,257.0,99.9,464730
307,464986.0,1872.0,99.9,9065.0,-19776.0,257.1,100.6,464986.0,1922.0,100.1,9096.0,-19776.0,257.7,99.4,464730.0,1952.0,100.0,9062.0,9780.0,257.6,100.2,464730
308,464986.0,1861.0,99.9,9039.0,-19776.0,257.5,100.6,464986.0,1872.0,99.9,9065.0,-19776.0,257.1,100.6,464986.0,1922.0,100.1,9096.0,-19776.0,257.7,99.4,464730
309,467295.0,1845.0,99.2,9011.0,6369.0,255.4,99.8,464986.0,1861.0,99.9,9039.0,-19776.0,257.5,100.6,464986.0,1872.0,99.9,9065.0,-19776.0,257.1,100.6,464986
310,467295.0,1830.0,99.5,9021.0,6369.0,256.7,100.2,467295.0,1845.0,99.2,9011.0,6369.0,255.4,99.8,464986.0,1861.0,99.9,9039.0,-19776.0,257.5,100.6,464986
311,467295.0,1822.0,99.6,9045.0,6369.0,257.1,100.5,467295.0,1830.0,99.5,9021.0,6369.0,256.7,100.2,467295.0,1845.0,99.2,9011.0,6369.0,255.4,99.8,464986
312,475229.0,1847.0,99.9,9073.0,6085.0,258.0,100.0,467295.0,1822.0,99.6,9045.0,6369.0,257.1,100.5,467295.0,1830.0,99.5,9021.0,6369.0,256.7,100.2,467295
313,475229.0,1848.0,100.1,9040.0,6085.0,258.5,99.5,475229.0,1847.0,99.9,9073.0,6085.0,258.0,100.0,467295.0,1822.0,99.6,9045.0,6369.0,257.1,100.5,467295
314,475229.0,1820.0,100.1,9039.0,6085.0,258.9,99.8,475229.0,1848.0,100.1,9040.0,6085.0,258.5,99.5,475229.0,1847.0,99.9,9073.0,6085.0,258.0,100.0,467295
315,475541.0,1772.0,100.0,9061.0,14501.0,258.6,98.7,475229.0,1820.0,100.1,9039.0,6085.0,258.9,99.8,475229.0,1848.0,100.1,9040.0,6085.0,258.5,99.5,475229
316,475541.0,1752.0,100.3,8996.0,14501.0,259.8,99.1,475541.0,1772.0,100.0,9061.0,14501.0,258.6,98.7,475229.0,1820.0,100.1,9039.0,6085.0,258.9,99.8,475229
317,475541.0,1713.0,100.2,8960.0,14501.0,259.6,100.2,475541.0,1752.0,100.3,8996.0,14501.0,259.8,99.1,475541.0,1772.0,100.0,9061.0,14501.0,258.6,98.7,475229
318,477774.0,1684.0,100.3,8948.0,631.0,259.5,99.5,475541.0,1713.0,100.2,8960.0,14501.0,259.6,100.2,475541.0,1752.0,100.3,8996.0,14501.0,259.8,99.1,475541
319,477774.0,1692.0,100.3,8921.0,631.0,259.8,99.0,477774.0,1684.0,100.3,8948.0,631.0,259.5,99.5,475541.0,1713.0,100.2,8960.0,14501.0,259.6,100.2,475541
320,477774.0,1688.0,100.4,8929.0,631.0,260.6,98.9,477774.0,1692.0,100.3,8921.0,631.0,259.8,99.0,477774.0,1684.0,100.3,8948.0,631.0,259.5,99.5,475541
321,485326.0,1705.0,99.9,8908.0,-17941.0,258.8,99.6,477774.0,1688.0,100.4,8929.0,631.0,260.6,98.9,477774.0,1692.0,100.3,8921.0,631.0,259.8,99.0,477774
322,485326.0,1693.0,100.1,8911.0,-17941.0,260.0,98.9,485326.0,1705.0,99.9,8908.0,-17941.0,258.8,99.6,477774.0,1688.0,100.4,8929.0,631.0,260.6,98.9,477774
323,485326.0,1676.0,100.4,8924.0,-17941.0,261.1,98.6,485326.0,1693.0,100.1,8911.0,-17941.0,260.0,98.9,485326.0,1705.0,99.9,8908.0,-17941.0,258.8,99.6,477774
324,489494.0,1647.0,100.6,8884.0,19333.0,261.4,101.0,485326.0,1676.0,100.4,8924.0,-17941.0,261.1,98.6,485326.0,1693.0,100.1,8911.0,-17941.0,260.0,98.9,485326
325,489494.0,1640.0,100.8,8855.0,19333.0,262.1,100.2,489494.0,1647.0,100.6,8884.0,19333.0,261.4,101.0,485326.0,1676.0,100.4,8924.0,-17941.0,261.1,98.6,485326
326,489494.0,1630.0,101.0,8839.0,19333.0,263.1,99.6,489494.0,1640.0,100.8,8855.0,19333.0,262.1,100.2,489494.0,1647.0,100.6,8884.0,19333.0,261.4,101.0,485326
327,493730.0,1658.0,100.9,8826.0,5155.0,263.4,99.1,489494.0,1630.0,101.0,8839.0,19333.0,263.1,99.6,489494.0,1640.0,100.8,8855.0,19333.0,262.1,100.2,489494
328,493730.0,1606.0,101.2,8903.0,5155.0,264.4,99.6,493730.0,1658.0,100.9,8826.0,5155.0,263.4,99.1,489494.0,1630.0,101.0,8839.0,19333.0,263.1,99.6,489494
329,493730.0,1612.0,101.5,8914.0,5155.0,264.9,100.4,493730.0,1606.0,101.2,8903.0,5155.0,264.4,99.6,493730.0,1658.0,100.9,8826.0,5155.0,263.4,99.1,489494
330,500974.0,1600.0,101.6,8901.0,-12204.0,264.8,99.1,493730.0,1612.0,101.5,8914.0,5155.0,264.9,100.4,493730.0,1606.0,101.2,8903.0,5155.0,264.4,99.6,493730
331,500974.0,1594.0,101.8,8869.0,-12204.0,265.5,100.6,500974.0,1600.0,101.6,8901.0,-12204.0,264.8,99.1,493730.0,1612.0,101.5,8914.0,5155.0,264.9,100.4,493730
332,500974.0,1580.0,102.2,8881.0,-12204.0,267.1,103.3,500974.0,1594.0,101.8,8869.0,-12204.0,265.5,100.6,500974.0,1600.0,101.6,8901.0,-12204.0,264.8,99.1,493730
333,507028.0,1559.0,101.8,8886.0,-12122.0,265.5,101.9,500974.0,1580.0,102.2,8881.0,-12204.0,267.1,103.3,500974.0,1594.0,101.8,8869.0,-12204.0,265.5,100.6,500974
334,507028.0,1541.0,102.4,8829.0,-12122.0,268.4,101.4,507028.0,1559.0,101.8,8886.0,-12122.0,265.5,101.9,500974.0,1580.0,102.2,8881.0,-12204.0,267.1,103.3,500974
335,507028.0,1530.0,102.7,8850.0,-12122.0,269.3,101.2,507028.0,1541.0,102.4,8829.0,-12122.0,268.4,101.4,507028.0,1559.0,101.8,8886.0,-12122.0,265.5,101.9,500974
336,508869.0,1495.0,103.2,8829.0,22209.0,270.6,101.4,507028.0,1530.0,102.7,8850.0,-12122.0,269.3,101.2,507028.0,1541.0,102.4,8829.0,-12122.0,268.4,101.4,507028
337,508869.0,1484.0,103.5,8765.0,22209.0,271.7,101.6,508869.0,1495.0,103.2,8829.0,22209.0,270.6,101.4,507028.0,1530.0,102.7,8850.0,-12122.0,269.3,101.2,507028
338,508869.0,1455.0,103.5,8743.0,22209.0,272.3,101.9,508869.0,1484.0,103.5,8765.0,22209.0,271.7,101.6,508869.0,1495.0,103.2,8829.0,22209.0,270.6,101.4,507028
339,514258.0,1443.0,103.5,8812.0,13032.0,272.9,102.2,508869.0,1455.0,103.5,8743.0,22209.0,272.3,101.9,508869.0,1484.0,103.5,8765.0,22209.0,271.7,101.6,508869
340,514258.0,1425.0,104.0,8883.0,13032.0,274.7,102.4,514258.0,1443.0,103.5,8812.0,13032.0,272.9,102.2,508869.0,1455.0,103.5,8743.0,22209.0,272.3,101.9,508869
341,514258.0,1429.0,104.3,8858.0,13032.0,275.1,103.5,514258.0,1425.0,104.0,8883.0,13032.0,274.7,102.4,514258.0,1443.0,103.5,8812.0,13032.0,272.9,102.2,508869
342,519474.0,1439.0,104.4,8734.0,10684.0,275.3,104.0,514258.0,1429.0,104.3,8858.0,13032.0,275.1,103.5,514258.0,1425.0,104.0,8883.0,13032.0,274.7,102.4,514258
343,519474.0,1470.0,104.7,8773.0,10684.0,275.8,104.2,519474.0,1439.0,104.4,8734.0,10684.0,275.3,104.0,514258.0,1429.0,104.3,8858.0,13032.0,275.1,103.5,514258
344,519474.0,1453.0,105.0,8723.0,10684.0,278.1,104.4,519474.0,1470.0,104.7,8773.0,10684.0,275.8,104.2,519474.0,1439.0,104.4,8734.0,10684.0,275.3,104.0,514258
345,522384.0,1423.0,104.5,8731.0,-11413.0,276.0,104.4,519474.0,1453.0,105.0,8723.0,10684.0,278.1,104.4,519474.0,1470.0,104.7,8773.0,10684.0,275.8,104.2,519474
346,522384.0,1425.0,104.9,8658.0,-11413.0,278.1,104.1,522384.0,1423.0,104.5,8731.0,-11413.0,276.0,104.4,519474.0,1453.0,105.0,8723.0,10684.0,278.1,104.4,519474
347,522384.0,1416.0,105.1,8651.0,-11413.0,278.3,103.6,522384.0,1425.0,104.9,8658.0,-11413.0,278.1,104.1,522384.0,1423.0,104.5,8731.0,-11413.0,276.0,104.4,519474
348,527479.0,1411.0,105.5,8645.0,-3471.0,279.7,102.9,522384.0,1416.0,105.1,8651.0,-11413.0,278.3,103.6,522384.0,1425.0,104.9,8658.0,-11413.0,278.1,104.1,522384
349,527479.0,1360.0,105.9,8735.0,-3471.0,280.7,103.4,527479.0,1411.0,105.5,8645.0,-3471.0,279.7,102.9,522384.0,1416.0,105.1,8651.0,-11413.0,278.3,103.6,522384
350,527479.0,1361.0,105.9,8759.0,-3471.0,281.5,104.5,527479.0,1360.0,105.9,8735.0,-3471.0,280.7,103.4,527479.0,1411.0,105.5,8645.0,-3471.0,279.7,102.9,522384
351,532945.0,1363.0,105.9,8748.0,-11654.0,281.7,104.2,527479.0,1361.0,105.9,8759.0,-3471.0,281.5,104.5,527479.0,1360.0,105.9,8735.0,-3471.0,280.7,103.4,527479
352,532945.0,1381.0,106.5,8736.0,-11654.0,284.2,104.1,532945.0,1363.0,105.9,8748.0,-11654.0,281.7,104.2,527479.0,1361.0,105.9,8759.0,-3471.0,281.5,104.5,527479
353,532945.0,1380.0,106.6,8663.0,-11654.0,284.1,104.0,532945.0,1381.0,106.5,8736.0,-11654.0,284.2,104.1,532945.0,1363.0,105.9,8748.0,-11654.0,281.7,104.2,527479
